Date (LT),Hour,NowCast Conc.,Conc. Unit,AQI,AQI Category,QC Name,Covid,D
28/04/2020 07:00,7,61.6,ug/m3,154,Unhealthy,Valid,4,ap
28/04/2020 08:00,8,62.3,ug/m3,155,Unhealthy,Valid,4,ap
28/04/2020 09:00,9,68.6,ug/m3,158,Unhealthy,Valid,4,ap
28/04/2020 10:00,10,67.3,ug/m3,157,Unhealthy,Valid,4,ap
28/04/2020 11:00,11,56.1,ug/m3,151,Unhealthy,Valid,4,ap
28/04/2020 12:00,12,49.5,ug/m3,135,Unhealthy for Sensitive Groups,Valid,4,ap
28/04/2020 13:00,13,41.7,ug/m3,116,Unhealthy for Sensitive Groups,Valid,4,ap
28/04/2020 14:00,14,33.8,ug/m3,97,Moderate,Valid,4,ap
28/04/2020 15:00,15,22.9,ug/m3,74,Moderate,Valid,4,ap
28/04/2020 16:00,16,21.9,ug/m3,72,Moderate,Valid,4,ap
28/04/2020 17:00,17,23.9,ug/m3,76,Moderate,Valid,4,ap
28/04/2020 18:00,18,26.4,ug/m3,81,Moderate,Valid,4,ap
28/04/2020 19:00,19,31.7,ug/m3,92,Moderate,Valid,4,ap
28/04/2020 20:00,20,32.8,ug/m3,95,Moderate,Valid,4,ap
28/04/2020 21:00,21,35.4,ug/m3,100,Moderate,Valid,4,ap
28/04/2020 22:00,22,39.7,ug/m3,111,Unhealthy for Sensitive Groups,Valid,4,ap
28/04/2020 23:00,23,51.3,ug/m3,140,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 00:00,0,46.1,ug/m3,127,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 01:00,1,47.5,ug/m3,131,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 02:00,2,39.2,ug/m3,110,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 03:00,3,36.6,ug/m3,104,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 04:00,4,35.8,ug/m3,102,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 05:00,5,31.4,ug/m3,92,Moderate,Valid,4,ap
29/04/2020 06:00,6,25.2,ug/m3,79,Moderate,Valid,4,ap
29/04/2020 07:00,7,38.1,ug/m3,107,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 08:00,8,46,ug/m3,127,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 09:00,9,56,ug/m3,151,Unhealthy,Valid,4,ap
29/04/2020 10:00,10,56,ug/m3,151,Unhealthy,Valid,4,ap
29/04/2020 11:00,11,46,ug/m3,127,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 12:00,12,41,ug/m3,115,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 13:00,13,37.9,ug/m3,107,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 14:00,14,34.4,ug/m3,98,Moderate,Valid,4,ap
29/04/2020 15:00,15,37.7,ug/m3,106,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 16:00,16,42.8,ug/m3,119,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 17:00,17,45.9,ug/m3,127,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 18:00,18,37.9,ug/m3,107,Unhealthy for Sensitive Groups,Valid,4,ap
29/04/2020 19:00,19,32.9,ug/m3,95,Moderate,Valid,4,ap
29/04/2020 20:00,20,30.9,ug/m3,91,Moderate,Valid,4,ap
29/04/2020 21:00,21,30.9,ug/m3,91,Moderate,Valid,4,ap
29/04/2020 22:00,22,32.9,ug/m3,95,Moderate,Valid,4,ap
29/04/2020 23:00,23,31.2,ug/m3,91,Moderate,Valid,4,ap
30/04/2020 00:00,0,32,ug/m3,93,Moderate,Valid,4,ap
30/04/2020 01:00,1,56,ug/m3,151,Unhealthy,Valid,4,ap
30/04/2020 02:00,2,59.5,ug/m3,153,Unhealthy,Valid,4,ap
30/04/2020 03:00,3,38.2,ug/m3,108,Unhealthy for Sensitive Groups,Valid,4,ap
30/04/2020 04:00,4,32.1,ug/m3,93,Moderate,Valid,4,ap
30/04/2020 05:00,5,38,ug/m3,107,Unhealthy for Sensitive Groups,Valid,4,ap
30/04/2020 06:00,6,35.5,ug/m3,101,Unhealthy for Sensitive Groups,Valid,4,ap
30/04/2020 07:00,7,30.7,ug/m3,90,Moderate,Valid,4,ap
30/04/2020 08:00,8,32.3,ug/m3,93,Moderate,Valid,4,ap
30/04/2020 09:00,9,29.1,ug/m3,87,Moderate,Valid,4,ap
30/04/2020 10:00,10,25.5,ug/m3,79,Moderate,Valid,4,ap
30/04/2020 11:00,11,20.7,ug/m3,69,Moderate,Valid,4,ap
30/04/2020 12:00,12,17.3,ug/m3,62,Moderate,Valid,4,ap
30/04/2020 13:00,13,16.1,ug/m3,59,Moderate,Valid,4,ap
30/04/2020 14:00,14,18,ug/m3,63,Moderate,Valid,4,ap
30/04/2020 15:00,15,16.5,ug/m3,60,Moderate,Valid,4,ap
30/04/2020 16:00,16,26.2,ug/m3,81,Moderate,Valid,4,ap
30/04/2020 17:00,17,35.1,ug/m3,99,Moderate,Valid,4,ap
30/04/2020 18:00,18,42,ug/m3,117,Unhealthy for Sensitive Groups,Valid,4,ap
30/04/2020 19:00,19,42.5,ug/m3,118,Unhealthy for Sensitive Groups,Valid,4,ap
30/04/2020 20:00,20,49.7,ug/m3,136,Unhealthy for Sensitive Groups,Valid,4,ap
30/04/2020 21:00,21,58.3,ug/m3,152,Unhealthy,Valid,4,ap
30/04/2020 22:00,22,99.7,ug/m3,174,Unhealthy,Valid,4,ap
30/04/2020 23:00,23,116.3,ug/m3,182,Unhealthy,Valid,4,ap
1/5/2020 0:00,0,110.6,ug/m3,179,Unhealthy,Valid,5,my
1/5/2020 1:00,1,82.8,ug/m3,165,Unhealthy,Valid,5,my
1/5/2020 2:00,2,113.4,ug/m3,181,Unhealthy,Valid,5,my
1/5/2020 3:00,3,113.2,ug/m3,181,Unhealthy,Valid,5,my
1/5/2020 4:00,4,112.1,ug/m3,180,Unhealthy,Valid,5,my
1/5/2020 5:00,5,85.5,ug/m3,166,Unhealthy,Valid,5,my
1/5/2020 6:00,6,76.7,ug/m3,162,Unhealthy,Valid,5,my
1/5/2020 7:00,7,87.3,ug/m3,167,Unhealthy,Valid,5,my
1/5/2020 8:00,8,61.6,ug/m3,154,Unhealthy,Valid,5,my
1/5/2020 9:00,9,44.8,ug/m3,124,Unhealthy for Sensitive Groups,Valid,5,my
1/5/2020 10:00,10,30.9,ug/m3,91,Moderate,Valid,5,my
1/5/2020 11:00,11,25.4,ug/m3,79,Moderate,Valid,5,my
1/5/2020 12:00,12,25.7,ug/m3,80,Moderate,Valid,5,my
1/5/2020 13:00,13,24.8,ug/m3,78,Moderate,Valid,5,my
1/5/2020 14:00,14,29.9,ug/m3,88,Moderate,Valid,5,my
1/5/2020 15:00,15,33.4,ug/m3,96,Moderate,Valid,5,my
1/5/2020 16:00,16,36.2,ug/m3,103,Unhealthy for Sensitive Groups,Valid,5,my
1/5/2020 17:00,17,32.1,ug/m3,93,Moderate,Valid,5,my
1/5/2020 18:00,18,64,ug/m3,155,Unhealthy,Valid,5,my
1/5/2020 19:00,19,53,ug/m3,144,Unhealthy for Sensitive Groups,Valid,5,my
1/5/2020 20:00,20,49.5,ug/m3,135,Unhealthy for Sensitive Groups,Valid,5,my
1/5/2020 21:00,21,53.2,ug/m3,145,Unhealthy for Sensitive Groups,Valid,5,my
1/5/2020 22:00,22,61.1,ug/m3,154,Unhealthy,Valid,5,my
1/5/2020 23:00,23,71.5,ug/m3,159,Unhealthy,Valid,5,my
2/5/2020 0:00,0,76.2,ug/m3,162,Unhealthy,Valid,5,my
2/5/2020 1:00,1,71.6,ug/m3,159,Unhealthy,Valid,5,my
2/5/2020 2:00,2,73.3,ug/m3,160,Unhealthy,Valid,5,my
2/5/2020 3:00,3,69.6,ug/m3,158,Unhealthy,Valid,5,my
2/5/2020 4:00,4,69.8,ug/m3,158,Unhealthy,Valid,5,my
2/5/2020 5:00,5,66.9,ug/m3,157,Unhealthy,Valid,5,my
2/5/2020 6:00,6,70.9,ug/m3,159,Unhealthy,Valid,5,my
2/5/2020 7:00,7,69.5,ug/m3,158,Unhealthy,Valid,5,my
2/5/2020 8:00,8,70.7,ug/m3,159,Unhealthy,Valid,5,my
2/5/2020 9:00,9,91.9,ug/m3,170,Unhealthy,Valid,5,my
2/5/2020 10:00,10,71.5,ug/m3,159,Unhealthy,Valid,5,my
2/5/2020 11:00,11,47.7,ug/m3,131,Unhealthy for Sensitive Groups,Valid,5,my
2/5/2020 12:00,12,31.3,ug/m3,91,Moderate,Valid,5,my
2/5/2020 13:00,13,22.6,ug/m3,73,Moderate,Valid,5,my
2/5/2020 14:00,14,19.8,ug/m3,67,Moderate,Valid,5,my
2/5/2020 15:00,15,21.9,ug/m3,72,Moderate,Valid,5,my
2/5/2020 16:00,16,19.4,ug/m3,66,Moderate,Valid,5,my
2/5/2020 17:00,17,18.2,ug/m3,64,Moderate,Valid,5,my
2/5/2020 18:00,18,19.6,ug/m3,67,Moderate,Valid,5,my
2/5/2020 19:00,19,18.2,ug/m3,64,Moderate,Valid,5,my
2/5/2020 20:00,20,26.6,ug/m3,81,Moderate,Valid,5,my
2/5/2020 21:00,21,23.8,ug/m3,76,Moderate,Valid,5,my
2/5/2020 22:00,22,25.4,ug/m3,79,Moderate,Valid,5,my
2/5/2020 23:00,23,26.2,ug/m3,81,Moderate,Valid,5,my
3/5/2020 0:00,0,28.6,ug/m3,86,Moderate,Valid,5,my
3/5/2020 1:00,1,32.3,ug/m3,93,Moderate,Valid,5,my
3/5/2020 2:00,2,29.1,ug/m3,87,Moderate,Valid,5,my
3/5/2020 3:00,3,28,ug/m3,84,Moderate,Valid,5,my
3/5/2020 4:00,4,26,ug/m3,80,Moderate,Valid,5,my
3/5/2020 5:00,5,28.5,ug/m3,85,Moderate,Valid,5,my
3/5/2020 6:00,6,26.7,ug/m3,82,Moderate,Valid,5,my
3/5/2020 7:00,7,30.7,ug/m3,90,Moderate,Valid,5,my
3/5/2020 8:00,8,29.1,ug/m3,87,Moderate,Valid,5,my
3/5/2020 9:00,9,28.7,ug/m3,86,Moderate,Valid,5,my
3/5/2020 10:00,10,28.5,ug/m3,85,Moderate,Valid,5,my
3/5/2020 11:00,11,27.6,ug/m3,84,Moderate,Valid,5,my
3/5/2020 12:00,12,25.3,ug/m3,79,Moderate,Valid,5,my
3/5/2020 13:00,13,24.8,ug/m3,78,Moderate,Valid,5,my
3/5/2020 14:00,14,25.6,ug/m3,79,Moderate,Valid,5,my
3/5/2020 15:00,15,25.7,ug/m3,80,Moderate,Valid,5,my
3/5/2020 16:00,16,26.2,ug/m3,81,Moderate,Valid,5,my
3/5/2020 17:00,17,25.3,ug/m3,79,Moderate,Valid,5,my
3/5/2020 18:00,18,27.5,ug/m3,83,Moderate,Valid,5,my
3/5/2020 19:00,19,32,ug/m3,93,Moderate,Valid,5,my
3/5/2020 20:00,20,36.4,ug/m3,103,Unhealthy for Sensitive Groups,Valid,5,my
3/5/2020 21:00,21,68,ug/m3,157,Unhealthy,Valid,5,my
3/5/2020 22:00,22,81,ug/m3,164,Unhealthy,Valid,5,my
3/5/2020 23:00,23,66,ug/m3,156,Unhealthy,Valid,5,my
4/5/2020 0:00,0,66.5,ug/m3,157,Unhealthy,Valid,5,my
4/5/2020 1:00,1,69.2,ug/m3,158,Unhealthy,Valid,5,my
4/5/2020 2:00,2,63.6,ug/m3,155,Unhealthy,Valid,5,my
4/5/2020 3:00,3,58.3,ug/m3,152,Unhealthy,Valid,5,my
4/5/2020 4:00,4,54.1,ug/m3,147,Unhealthy for Sensitive Groups,Valid,5,my
4/5/2020 5:00,5,47.5,ug/m3,131,Unhealthy for Sensitive Groups,Valid,5,my
4/5/2020 6:00,6,42.2,ug/m3,117,Unhealthy for Sensitive Groups,Valid,5,my
4/5/2020 7:00,7,74.1,ug/m3,161,Unhealthy,Valid,5,my
4/5/2020 8:00,8,78.5,ug/m3,163,Unhealthy,Valid,5,my
4/5/2020 9:00,9,71.2,ug/m3,159,Unhealthy,Valid,5,my
4/5/2020 10:00,10,63.1,ug/m3,155,Unhealthy,Valid,5,my
4/5/2020 11:00,11,56,ug/m3,151,Unhealthy,Valid,5,my
4/5/2020 12:00,12,65,ug/m3,156,Unhealthy,Valid,5,my
4/5/2020 13:00,13,66.5,ug/m3,157,Unhealthy,Valid,5,my
4/5/2020 14:00,14,60.2,ug/m3,153,Unhealthy,Valid,5,my
4/5/2020 15:00,15,57.6,ug/m3,152,Unhealthy,Valid,5,my
4/5/2020 16:00,16,51.8,ug/m3,141,Unhealthy for Sensitive Groups,Valid,5,my
4/5/2020 17:00,17,46.4,ug/m3,128,Unhealthy for Sensitive Groups,Valid,5,my
4/5/2020 18:00,18,41.7,ug/m3,116,Unhealthy for Sensitive Groups,Valid,5,my
4/5/2020 19:00,19,39.8,ug/m3,112,Unhealthy for Sensitive Groups,Valid,5,my
4/5/2020 20:00,20,69.4,ug/m3,158,Unhealthy,Valid,5,my
4/5/2020 21:00,21,79.7,ug/m3,163,Unhealthy,Valid,5,my
4/5/2020 22:00,22,58.3,ug/m3,152,Unhealthy,Valid,5,my
4/5/2020 23:00,23,61.1,ug/m3,154,Unhealthy,Valid,5,my
5/5/2020 0:00,0,116.6,ug/m3,183,Unhealthy,Valid,5,my
5/5/2020 1:00,1,118.8,ug/m3,184,Unhealthy,Valid,5,my
5/5/2020 2:00,2,75.9,ug/m3,162,Unhealthy,Valid,5,my
5/5/2020 3:00,3,49.9,ug/m3,136,Unhealthy for Sensitive Groups,Valid,5,my
5/5/2020 4:00,4,36.4,ug/m3,103,Unhealthy for Sensitive Groups,Valid,5,my
5/5/2020 5:00,5,30.2,ug/m3,89,Moderate,Valid,5,my
5/5/2020 6:00,6,24.6,ug/m3,77,Moderate,Valid,5,my
5/5/2020 7:00,7,25.3,ug/m3,79,Moderate,Valid,5,my
5/5/2020 8:00,8,27.1,ug/m3,83,Moderate,Valid,5,my
5/5/2020 9:00,9,28,ug/m3,84,Moderate,Valid,5,my
5/5/2020 10:00,10,26.5,ug/m3,81,Moderate,Valid,5,my
5/5/2020 11:00,11,26.7,ug/m3,82,Moderate,Valid,5,my
5/5/2020 12:00,12,29.3,ug/m3,87,Moderate,Valid,5,my
5/5/2020 13:00,13,28.9,ug/m3,86,Moderate,Valid,5,my
5/5/2020 14:00,14,27.2,ug/m3,83,Moderate,Valid,5,my
5/5/2020 15:00,15,25.9,ug/m3,80,Moderate,Valid,5,my
5/5/2020 16:00,16,25.5,ug/m3,79,Moderate,Valid,5,my
5/5/2020 17:00,17,26.9,ug/m3,82,Moderate,Valid,5,my
5/5/2020 18:00,18,27.4,ug/m3,83,Moderate,Valid,5,my
5/5/2020 19:00,19,21.5,ug/m3,71,Moderate,Valid,5,my
5/5/2020 20:00,20,17.2,ug/m3,62,Moderate,Valid,5,my
5/5/2020 21:00,21,16.6,ug/m3,60,Moderate,Valid,5,my
5/5/2020 22:00,22,12.8,ug/m3,52,Moderate,Valid,5,my
5/5/2020 23:00,23,13.9,ug/m3,55,Moderate,Valid,5,my
6/5/2020 0:00,0,14.9,ug/m3,57,Moderate,Valid,5,my
6/5/2020 1:00,1,36.4,ug/m3,103,Unhealthy for Sensitive Groups,Valid,5,my
6/5/2020 2:00,2,28.7,ug/m3,86,Moderate,Valid,5,my
6/5/2020 3:00,3,60.3,ug/m3,153,Unhealthy,Valid,5,my
6/5/2020 4:00,4,80.6,ug/m3,164,Unhealthy,Valid,5,my
6/5/2020 5:00,5,67.3,ug/m3,157,Unhealthy,Valid,5,my
6/5/2020 6:00,6,44.6,ug/m3,123,Unhealthy for Sensitive Groups,Valid,5,my
6/5/2020 7:00,7,31.8,ug/m3,92,Moderate,Valid,5,my
6/5/2020 8:00,8,18.9,ug/m3,65,Moderate,Valid,5,my
6/5/2020 9:00,9,12.9,ug/m3,53,Moderate,Valid,5,my
6/5/2020 10:00,10,9.4,ug/m3,39,Good,Valid,5,my
6/5/2020 11:00,11,7.7,ug/m3,32,Good,Valid,5,my
6/5/2020 12:00,12,7.8,ug/m3,33,Good,Valid,5,my
6/5/2020 13:00,13,9.4,ug/m3,39,Good,Valid,5,my
6/5/2020 14:00,14,10.7,ug/m3,45,Good,Valid,5,my
6/5/2020 15:00,15,12.3,ug/m3,51,Moderate,Valid,5,my
6/5/2020 16:00,16,13.1,ug/m3,53,Moderate,Valid,5,my
6/5/2020 17:00,17,27.5,ug/m3,83,Moderate,Valid,5,my
6/5/2020 18:00,18,46.2,ug/m3,127,Unhealthy for Sensitive Groups,Valid,5,my
6/5/2020 19:00,19,47.1,ug/m3,130,Unhealthy for Sensitive Groups,Valid,5,my
6/5/2020 20:00,20,46,ug/m3,127,Unhealthy for Sensitive Groups,Valid,5,my
6/5/2020 21:00,21,43,ug/m3,119,Unhealthy for Sensitive Groups,Valid,5,my
6/5/2020 22:00,22,50,ug/m3,137,Unhealthy for Sensitive Groups,Valid,5,my
6/5/2020 23:00,23,48.5,ug/m3,133,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 0:00,0,46.7,ug/m3,129,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 1:00,1,41.3,ug/m3,115,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 2:00,2,46.1,ug/m3,127,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 3:00,3,53.1,ug/m3,144,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 4:00,4,91.5,ug/m3,170,Unhealthy,Valid,5,my
7/5/2020 5:00,5,160.3,ug/m3,211,Very Unhealthy,Valid,5,my
7/5/2020 6:00,6,168.6,ug/m3,219,Very Unhealthy,Valid,5,my
7/5/2020 7:00,7,220.3,ug/m3,270,Very Unhealthy,Valid,5,my
7/5/2020 8:00,8,201.1,ug/m3,251,Very Unhealthy,Valid,5,my
7/5/2020 9:00,9,180.1,ug/m3,230,Very Unhealthy,Valid,5,my
7/5/2020 10:00,10,141,ug/m3,195,Unhealthy,Valid,5,my
7/5/2020 11:00,11,101.5,ug/m3,175,Unhealthy,Valid,5,my
7/5/2020 12:00,12,76.7,ug/m3,162,Unhealthy,Valid,5,my
7/5/2020 13:00,13,57.8,ug/m3,152,Unhealthy,Valid,5,my
7/5/2020 14:00,14,47.9,ug/m3,132,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 15:00,15,43.9,ug/m3,122,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 16:00,16,42.9,ug/m3,119,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 17:00,17,49.9,ug/m3,136,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 18:00,18,65.9,ug/m3,156,Unhealthy,Valid,5,my
7/5/2020 19:00,19,78.4,ug/m3,163,Unhealthy,Valid,5,my
7/5/2020 20:00,20,46.2,ug/m3,127,Unhealthy for Sensitive Groups,Valid,5,my
7/5/2020 21:00,21,32,ug/m3,93,Moderate,Valid,5,my
7/5/2020 22:00,22,23.5,ug/m3,75,Moderate,Valid,5,my
7/5/2020 23:00,23,21.2,ug/m3,70,Moderate,Valid,5,my
8/5/2020 0:00,0,34.1,ug/m3,97,Moderate,Valid,5,my
8/5/2020 1:00,1,41.5,ug/m3,116,Unhealthy for Sensitive Groups,Valid,5,my
8/5/2020 2:00,2,38.7,ug/m3,109,Unhealthy for Sensitive Groups,Valid,5,my
8/5/2020 3:00,3,90.4,ug/m3,169,Unhealthy,Valid,5,my
8/5/2020 4:00,4,62.7,ug/m3,155,Unhealthy,Valid,5,my
8/5/2020 5:00,5,39.8,ug/m3,112,Unhealthy for Sensitive Groups,Valid,5,my
8/5/2020 6:00,6,33.4,ug/m3,96,Moderate,Valid,5,my
8/5/2020 7:00,7,63.2,ug/m3,155,Unhealthy,Valid,5,my
8/5/2020 8:00,8,118.1,ug/m3,183,Unhealthy,Valid,5,my
8/5/2020 9:00,9,126,ug/m3,187,Unhealthy,Valid,5,my
8/5/2020 10:00,10,108.5,ug/m3,178,Unhealthy,Valid,5,my
8/5/2020 11:00,11,87.7,ug/m3,168,Unhealthy,Valid,5,my
8/5/2020 12:00,12,61.3,ug/m3,154,Unhealthy,Valid,5,my
8/5/2020 13:00,13,49.6,ug/m3,136,Unhealthy for Sensitive Groups,Valid,5,my
8/5/2020 14:00,14,41.3,ug/m3,115,Unhealthy for Sensitive Groups,Valid,5,my
8/5/2020 15:00,15,34.1,ug/m3,97,Moderate,Valid,5,my
8/5/2020 16:00,16,29,ug/m3,87,Moderate,Valid,5,my
8/5/2020 17:00,17,28.5,ug/m3,85,Moderate,Valid,5,my
8/5/2020 18:00,18,34.2,ug/m3,97,Moderate,Valid,5,my
8/5/2020 19:00,19,42.6,ug/m3,118,Unhealthy for Sensitive Groups,Valid,5,my
8/5/2020 20:00,20,61.8,ug/m3,154,Unhealthy,Valid,5,my
8/5/2020 21:00,21,84.8,ug/m3,166,Unhealthy,Valid,5,my
8/5/2020 22:00,22,87.9,ug/m3,168,Unhealthy,Valid,5,my
8/5/2020 23:00,23,83.4,ug/m3,165,Unhealthy,Valid,5,my
9/5/2020 0:00,0,49.2,ug/m3,135,Unhealthy for Sensitive Groups,Valid,5,my
9/5/2020 1:00,1,32.1,ug/m3,93,Moderate,Valid,5,my
9/5/2020 2:00,2,29,ug/m3,87,Moderate,Valid,5,my
9/5/2020 3:00,3,75,ug/m3,161,Unhealthy,Valid,5,my
9/5/2020 4:00,4,92.5,ug/m3,170,Unhealthy,Valid,5,my
9/5/2020 5:00,5,197.2,ug/m3,247,Very Unhealthy,Valid,5,my
9/5/2020 6:00,6,149.6,ug/m3,200,Unhealthy,Valid,5,my
9/5/2020 7:00,7,148.3,ug/m3,199,Unhealthy,Valid,5,my
9/5/2020 8:00,8,105.6,ug/m3,177,Unhealthy,Valid,5,my
9/5/2020 9:00,9,88.8,ug/m3,168,Unhealthy,Valid,5,my
9/5/2020 10:00,10,75.9,ug/m3,162,Unhealthy,Valid,5,my
9/5/2020 11:00,11,87.9,ug/m3,168,Unhealthy,Valid,5,my
9/5/2020 12:00,12,93.4,ug/m3,171,Unhealthy,Valid,5,my
9/5/2020 13:00,13,72.2,ug/m3,160,Unhealthy,Valid,5,my
9/5/2020 14:00,14,54.1,ug/m3,147,Unhealthy for Sensitive Groups,Valid,5,my
9/5/2020 15:00,15,46,ug/m3,127,Unhealthy for Sensitive Groups,Valid,5,my
9/5/2020 16:00,16,43,ug/m3,119,Unhealthy for Sensitive Groups,Valid,5,my
9/5/2020 17:00,17,43.9,ug/m3,122,Unhealthy for Sensitive Groups,Valid,5,my
9/5/2020 18:00,18,54.9,ug/m3,149,Unhealthy for Sensitive Groups,Valid,5,my
9/5/2020 19:00,19,57.9,ug/m3,152,Unhealthy,Valid,5,my
9/5/2020 20:00,20,60.9,ug/m3,154,Unhealthy,Valid,5,my
9/5/2020 21:00,21,58.4,ug/m3,152,Unhealthy,Valid,5,my
9/5/2020 22:00,22,50.2,ug/m3,137,Unhealthy for Sensitive Groups,Valid,5,my
9/5/2020 23:00,23,47.6,ug/m3,131,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 0:00,0,49.4,ug/m3,135,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 1:00,1,49.2,ug/m3,135,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 2:00,2,48.3,ug/m3,133,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 3:00,3,51.8,ug/m3,141,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 4:00,4,68.2,ug/m3,158,Unhealthy,Valid,5,my
10/5/2020 5:00,5,72.1,ug/m3,160,Unhealthy,Valid,5,my
10/5/2020 6:00,6,66,ug/m3,156,Unhealthy,Valid,5,my
10/5/2020 7:00,7,78.5,ug/m3,163,Unhealthy,Valid,5,my
10/5/2020 8:00,8,70.7,ug/m3,159,Unhealthy,Valid,5,my
10/5/2020 9:00,9,66.8,ug/m3,157,Unhealthy,Valid,5,my
10/5/2020 10:00,10,62.9,ug/m3,155,Unhealthy,Valid,5,my
10/5/2020 11:00,11,60.6,ug/m3,154,Unhealthy,Valid,5,my
10/5/2020 12:00,12,54,ug/m3,147,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 13:00,13,51.6,ug/m3,141,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 14:00,14,51.3,ug/m3,140,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 15:00,15,53,ug/m3,144,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 16:00,16,59.3,ug/m3,153,Unhealthy,Valid,5,my
10/5/2020 17:00,17,49.2,ug/m3,135,Unhealthy for Sensitive Groups,Valid,5,my
