Date (LT),Hour,NowCast Conc.,Conc. Unit,AQI,AQI Category,QC Name,Covid,D
10/5/2020 18:00,18,40.6,ug/m3,114,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 19:00,19,38.8,ug/m3,109,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 20:00,20,46.4,ug/m3,128,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 21:00,21,54.2,ug/m3,147,Unhealthy for Sensitive Groups,Valid,5,my
10/5/2020 22:00,22,75.6,ug/m3,161,Unhealthy,Valid,5,my
10/5/2020 23:00,23,99.8,ug/m3,174,Unhealthy,Valid,5,my
11/5/2020 0:00,0,90.9,ug/m3,169,Unhealthy,Valid,5,my
11/5/2020 1:00,1,57.9,ug/m3,152,Unhealthy,Valid,5,my
11/5/2020 2:00,2,40.9,ug/m3,114,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 3:00,3,37.9,ug/m3,107,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 4:00,4,38.9,ug/m3,109,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 5:00,5,40.4,ug/m3,113,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 6:00,6,40.7,ug/m3,114,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 7:00,7,39.3,ug/m3,110,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 8:00,8,46.1,ug/m3,127,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 9:00,9,47.5,ug/m3,131,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 10:00,10,43.7,ug/m3,121,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 11:00,11,42.3,ug/m3,118,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 12:00,12,41.1,ug/m3,115,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 13:00,13,52,ug/m3,142,Unhealthy for Sensitive Groups,Valid,5,my
11/5/2020 14:00,14,61.5,ug/m3,154,Unhealthy,Valid,5,my
11/5/2020 15:00,15,103.7,ug/m3,176,Unhealthy,Valid,5,my
11/5/2020 16:00,16,97.9,ug/m3,173,Unhealthy,Valid,5,my
11/5/2020 17:00,17,86.9,ug/m3,167,Unhealthy,Valid,5,my
11/5/2020 18:00,18,67.4,ug/m3,157,Unhealthy,Valid,5,my
11/5/2020 19:00,19,57.2,ug/m3,152,Unhealthy,Valid,5,my
11/5/2020 20:00,20,56.1,ug/m3,151,Unhealthy,Valid,5,my
11/5/2020 21:00,21,58.5,ug/m3,153,Unhealthy,Valid,5,my
11/5/2020 22:00,22,62.7,ug/m3,155,Unhealthy,Valid,5,my
11/5/2020 23:00,23,65.8,ug/m3,156,Unhealthy,Valid,5,my
12/5/2020 0:00,0,69.9,ug/m3,158,Unhealthy,Valid,5,my
12/5/2020 1:00,1,69.4,ug/m3,158,Unhealthy,Valid,5,my
12/5/2020 2:00,2,72.2,ug/m3,160,Unhealthy,Valid,5,my
12/5/2020 3:00,3,68.1,ug/m3,158,Unhealthy,Valid,5,my
12/5/2020 4:00,4,66.2,ug/m3,157,Unhealthy,Valid,5,my
12/5/2020 5:00,5,68.4,ug/m3,158,Unhealthy,Valid,5,my
12/5/2020 6:00,6,69.7,ug/m3,158,Unhealthy,Valid,5,my
12/5/2020 7:00,7,69.5,ug/m3,158,Unhealthy,Valid,5,my
12/5/2020 8:00,8,63.1,ug/m3,155,Unhealthy,Valid,5,my
12/5/2020 9:00,9,55.9,ug/m3,151,Unhealthy,Valid,5,my
12/5/2020 10:00,10,45.7,ug/m3,126,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 11:00,11,48.8,ug/m3,134,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 12:00,12,43.9,ug/m3,122,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 13:00,13,43.4,ug/m3,120,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 14:00,14,39.7,ug/m3,111,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 15:00,15,35.8,ug/m3,102,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 16:00,16,40.9,ug/m3,114,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 17:00,17,44.4,ug/m3,123,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 18:00,18,45.7,ug/m3,126,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 19:00,19,47.5,ug/m3,131,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 20:00,20,49.2,ug/m3,135,Unhealthy for Sensitive Groups,Valid,5,my
12/5/2020 21:00,21,61.2,ug/m3,154,Unhealthy,Valid,5,my
12/5/2020 22:00,22,66.1,ug/m3,156,Unhealthy,Valid,5,my
12/5/2020 23:00,23,67.5,ug/m3,157,Unhealthy,Valid,5,my
13/05/2020 00:00,0,65.7,ug/m3,156,Unhealthy,Valid,5,my
13/05/2020 01:00,1,58.3,ug/m3,152,Unhealthy,Valid,5,my
13/05/2020 02:00,2,57.6,ug/m3,152,Unhealthy,Valid,5,my
13/05/2020 03:00,3,58.5,ug/m3,153,Unhealthy,Valid,5,my
13/05/2020 04:00,4,59.4,ug/m3,153,Unhealthy,Valid,5,my
13/05/2020 05:00,5,56.5,ug/m3,152,Unhealthy,Valid,5,my
13/05/2020 06:00,6,51.4,ug/m3,140,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 07:00,7,44.3,ug/m3,123,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 08:00,8,37.8,ug/m3,107,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 09:00,9,38.4,ug/m3,108,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 10:00,10,37.2,ug/m3,105,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 11:00,11,38.1,ug/m3,107,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 12:00,12,51,ug/m3,139,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 13:00,13,52,ug/m3,142,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 14:00,14,47.5,ug/m3,131,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 15:00,15,45.7,ug/m3,126,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 16:00,16,37.3,ug/m3,105,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 17:00,17,33.6,ug/m3,96,Moderate,Valid,5,my
13/05/2020 18:00,18,31.3,ug/m3,91,Moderate,Valid,5,my
13/05/2020 19:00,19,43.1,ug/m3,120,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 20:00,20,49,ug/m3,134,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 21:00,21,49,ug/m3,134,Unhealthy for Sensitive Groups,Valid,5,my
13/05/2020 22:00,22,64,ug/m3,155,Unhealthy,Valid,5,my
13/05/2020 23:00,23,62.5,ug/m3,155,Unhealthy,Valid,5,my
14/05/2020 00:00,0,52.2,ug/m3,142,Unhealthy for Sensitive Groups,Valid,5,my
14/05/2020 01:00,1,46.1,ug/m3,127,Unhealthy for Sensitive Groups,Valid,5,my
14/05/2020 02:00,2,50.5,ug/m3,138,Unhealthy for Sensitive Groups,Valid,5,my
14/05/2020 03:00,3,58.2,ug/m3,152,Unhealthy,Valid,5,my
14/05/2020 04:00,4,86.6,ug/m3,167,Unhealthy,Valid,5,my
14/05/2020 05:00,5,90.3,ug/m3,169,Unhealthy,Valid,5,my
14/05/2020 06:00,6,108.6,ug/m3,178,Unhealthy,Valid,5,my
14/05/2020 07:00,7,123.3,ug/m3,186,Unhealthy,Valid,5,my
14/05/2020 08:00,8,132.6,ug/m3,191,Unhealthy,Valid,5,my
14/05/2020 09:00,9,104.3,ug/m3,176,Unhealthy,Valid,5,my
14/05/2020 10:00,10,67.6,ug/m3,157,Unhealthy,Valid,5,my
14/05/2020 11:00,11,47.8,ug/m3,131,Unhealthy for Sensitive Groups,Valid,5,my
14/05/2020 12:00,12,43.9,ug/m3,122,Unhealthy for Sensitive Groups,Valid,5,my
14/05/2020 13:00,13,39.4,ug/m3,111,Unhealthy for Sensitive Groups,Valid,5,my
14/05/2020 14:00,14,34.2,ug/m3,97,Moderate,Valid,5,my
14/05/2020 15:00,15,31.6,ug/m3,92,Moderate,Valid,5,my
14/05/2020 16:00,16,31.2,ug/m3,91,Moderate,Valid,5,my
14/05/2020 17:00,17,32.1,ug/m3,93,Moderate,Valid,5,my
14/05/2020 18:00,18,30.5,ug/m3,90,Moderate,Valid,5,my
14/05/2020 19:00,19,24.7,ug/m3,77,Moderate,Valid,5,my
14/05/2020 20:00,20,30.3,ug/m3,89,Moderate,Valid,5,my
14/05/2020 21:00,21,58.6,ug/m3,153,Unhealthy,Valid,5,my
14/05/2020 22:00,22,76.8,ug/m3,162,Unhealthy,Valid,5,my
14/05/2020 23:00,23,81.9,ug/m3,165,Unhealthy,Valid,5,my
15/05/2020 00:00,0,90.4,ug/m3,169,Unhealthy,Valid,5,my
15/05/2020 01:00,1,72.7,ug/m3,160,Unhealthy,Valid,5,my
15/05/2020 02:00,2,59.3,ug/m3,153,Unhealthy,Valid,5,my
15/05/2020 03:00,3,40.6,ug/m3,114,Unhealthy for Sensitive Groups,Valid,5,my
15/05/2020 04:00,4,32.3,ug/m3,93,Moderate,Valid,5,my
15/05/2020 05:00,5,28.1,ug/m3,85,Moderate,Valid,5,my
15/05/2020 06:00,6,51,ug/m3,139,Unhealthy for Sensitive Groups,Valid,5,my
15/05/2020 07:00,7,75.5,ug/m3,161,Unhealthy,Valid,5,my
15/05/2020 08:00,8,77.7,ug/m3,162,Unhealthy,Valid,5,my
15/05/2020 09:00,9,62.3,ug/m3,155,Unhealthy,Valid,5,my
15/05/2020 10:00,10,44.6,ug/m3,123,Unhealthy for Sensitive Groups,Valid,5,my
15/05/2020 11:00,11,32.8,ug/m3,95,Moderate,Valid,5,my
15/05/2020 12:00,12,23.9,ug/m3,76,Moderate,Valid,5,my
15/05/2020 13:00,13,20.9,ug/m3,70,Moderate,Valid,5,my
15/05/2020 14:00,14,21.9,ug/m3,72,Moderate,Valid,5,my
15/05/2020 15:00,15,23.9,ug/m3,76,Moderate,Valid,5,my
15/05/2020 16:00,16,25.4,ug/m3,79,Moderate,Valid,5,my
15/05/2020 17:00,17,22.7,ug/m3,73,Moderate,Valid,5,my
15/05/2020 18:00,18,40.3,ug/m3,113,Unhealthy for Sensitive Groups,Valid,5,my
15/05/2020 19:00,19,37.6,ug/m3,106,Unhealthy for Sensitive Groups,Valid,5,my
15/05/2020 20:00,20,41.3,ug/m3,115,Unhealthy for Sensitive Groups,Valid,5,my
15/05/2020 21:00,21,40.6,ug/m3,114,Unhealthy for Sensitive Groups,Valid,5,my
15/05/2020 22:00,22,61.3,ug/m3,154,Unhealthy,Valid,5,my
15/05/2020 23:00,23,47.6,ug/m3,131,Unhealthy for Sensitive Groups,Valid,5,my
16/05/2020 00:00,0,34.8,ug/m3,99,Moderate,Valid,5,my
16/05/2020 01:00,1,111.4,ug/m3,180,Unhealthy,Valid,5,my
16/05/2020 02:00,2,98.7,ug/m3,173,Unhealthy,Valid,5,my
16/05/2020 03:00,3,82.3,ug/m3,165,Unhealthy,Valid,5,my
16/05/2020 04:00,4,73.6,ug/m3,160,Unhealthy,Valid,5,my
16/05/2020 05:00,5,70.8,ug/m3,159,Unhealthy,Valid,5,my
16/05/2020 06:00,6,76.9,ug/m3,162,Unhealthy,Valid,5,my
16/05/2020 07:00,7,53.4,ug/m3,145,Unhealthy for Sensitive Groups,Valid,5,my
16/05/2020 08:00,8,36.2,ug/m3,103,Unhealthy for Sensitive Groups,Valid,5,my
16/05/2020 09:00,9,26.6,ug/m3,81,Moderate,Valid,5,my
16/05/2020 10:00,10,22.2,ug/m3,72,Moderate,Valid,5,my
16/05/2020 11:00,11,20.1,ug/m3,68,Moderate,Valid,5,my
16/05/2020 12:00,12,21.5,ug/m3,71,Moderate,Valid,5,my
16/05/2020 13:00,13,21.2,ug/m3,70,Moderate,Valid,5,my
16/05/2020 14:00,14,21.1,ug/m3,70,Moderate,Valid,5,my
16/05/2020 15:00,15,21.5,ug/m3,71,Moderate,Valid,5,my
16/05/2020 16:00,16,20.2,ug/m3,68,Moderate,Valid,5,my
16/05/2020 17:00,17,21.6,ug/m3,71,Moderate,Valid,5,my
16/05/2020 18:00,18,29.8,ug/m3,88,Moderate,Valid,5,my
16/05/2020 19:00,19,29.4,ug/m3,87,Moderate,Valid,5,my
16/05/2020 20:00,20,26.2,ug/m3,81,Moderate,Valid,5,my
16/05/2020 21:00,21,29.6,ug/m3,88,Moderate,Valid,5,my
16/05/2020 22:00,22,25.8,ug/m3,80,Moderate,Valid,5,my
16/05/2020 23:00,23,20.4,ug/m3,68,Moderate,Valid,5,my
17/05/2020 00:00,0,16.1,ug/m3,59,Moderate,Valid,5,my
17/05/2020 01:00,1,13,ug/m3,53,Moderate,Valid,5,my
17/05/2020 02:00,2,15,ug/m3,57,Moderate,Valid,5,my
17/05/2020 03:00,3,14.5,ug/m3,56,Moderate,Valid,5,my
17/05/2020 04:00,4,30.2,ug/m3,89,Moderate,Valid,5,my
17/05/2020 05:00,5,37.6,ug/m3,106,Unhealthy for Sensitive Groups,Valid,5,my
17/05/2020 06:00,6,26.8,ug/m3,82,Moderate,Valid,5,my
17/05/2020 07:00,7,23.9,ug/m3,76,Moderate,Valid,5,my
17/05/2020 08:00,8,27.9,ug/m3,84,Moderate,Valid,5,my
17/05/2020 09:00,9,44.9,ug/m3,124,Unhealthy for Sensitive Groups,Valid,5,my
17/05/2020 10:00,10,57.9,ug/m3,152,Unhealthy,Valid,5,my
17/05/2020 11:00,11,44.5,ug/m3,123,Unhealthy for Sensitive Groups,Valid,5,my
17/05/2020 12:00,12,32.2,ug/m3,93,Moderate,Valid,5,my
17/05/2020 13:00,13,26.1,ug/m3,80,Moderate,Valid,5,my
17/05/2020 14:00,14,25,ug/m3,78,Moderate,Valid,5,my
17/05/2020 15:00,15,25,ug/m3,78,Moderate,Valid,5,my
17/05/2020 16:00,16,26,ug/m3,80,Moderate,Valid,5,my
17/05/2020 17:00,17,25.5,ug/m3,79,Moderate,Valid,5,my
17/05/2020 18:00,18,26.2,ug/m3,81,Moderate,Valid,5,my
17/05/2020 19:00,19,26.6,ug/m3,81,Moderate,Valid,5,my
17/05/2020 20:00,20,38.8,ug/m3,109,Unhealthy for Sensitive Groups,Valid,5,my
17/05/2020 21:00,21,33.4,ug/m3,96,Moderate,Valid,5,my
17/05/2020 22:00,22,28.1,ug/m3,85,Moderate,Valid,5,my
17/05/2020 23:00,23,24,ug/m3,76,Moderate,Valid,5,my
18/05/2020 00:00,0,19.5,ug/m3,67,Moderate,Valid,5,my
18/05/2020 01:00,1,15.7,ug/m3,59,Moderate,Valid,5,my
18/05/2020 02:00,2,16.3,ug/m3,60,Moderate,Valid,5,my
18/05/2020 03:00,3,16.6,ug/m3,60,Moderate,Valid,5,my
18/05/2020 04:00,4,17.8,ug/m3,63,Moderate,Valid,5,my
18/05/2020 05:00,5,16.4,ug/m3,60,Moderate,Valid,5,my
18/05/2020 06:00,6,16.7,ug/m3,61,Moderate,Valid,5,my
18/05/2020 07:00,7,16.8,ug/m3,61,Moderate,Valid,5,my
18/05/2020 08:00,8,17.9,ug/m3,63,Moderate,Valid,5,my
18/05/2020 09:00,9,18.4,ug/m3,64,Moderate,Valid,5,my
18/05/2020 10:00,10,61.7,ug/m3,154,Unhealthy,Valid,5,my
18/05/2020 11:00,11,75.8,ug/m3,161,Unhealthy,Valid,5,my
18/05/2020 12:00,12,51.4,ug/m3,140,Unhealthy for Sensitive Groups,Valid,5,my
18/05/2020 13:00,13,38.7,ug/m3,109,Unhealthy for Sensitive Groups,Valid,5,my
18/05/2020 14:00,14,30.8,ug/m3,90,Moderate,Valid,5,my
18/05/2020 15:00,15,29.4,ug/m3,87,Moderate,Valid,5,my
18/05/2020 16:00,16,29.2,ug/m3,87,Moderate,Valid,5,my
18/05/2020 17:00,17,55.6,ug/m3,151,Unhealthy,Valid,5,my
18/05/2020 18:00,18,42.8,ug/m3,119,Unhealthy for Sensitive Groups,Valid,5,my
18/05/2020 19:00,19,39.4,ug/m3,111,Unhealthy for Sensitive Groups,Valid,5,my
18/05/2020 20:00,20,68.7,ug/m3,158,Unhealthy,Valid,5,my
18/05/2020 21:00,21,70.3,ug/m3,159,Unhealthy,Valid,5,my
18/05/2020 22:00,22,80.6,ug/m3,164,Unhealthy,Valid,5,my
18/05/2020 23:00,23,79.8,ug/m3,164,Unhealthy,Valid,5,my
19/05/2020 00:00,0,70.9,ug/m3,159,Unhealthy,Valid,5,my
19/05/2020 01:00,1,47.9,ug/m3,132,Unhealthy for Sensitive Groups,Valid,5,my
19/05/2020 02:00,2,48.9,ug/m3,134,Unhealthy for Sensitive Groups,Valid,5,my
19/05/2020 03:00,3,36.9,ug/m3,104,Unhealthy for Sensitive Groups,Valid,5,my
19/05/2020 04:00,4,25.4,ug/m3,79,Moderate,Valid,5,my
19/05/2020 05:00,5,63.7,ug/m3,155,Unhealthy,Valid,5,my
19/05/2020 06:00,6,76.3,ug/m3,162,Unhealthy,Valid,5,my
19/05/2020 07:00,7,105.2,ug/m3,177,Unhealthy,Valid,5,my
19/05/2020 08:00,8,89.5,ug/m3,169,Unhealthy,Valid,5,my
19/05/2020 09:00,9,74.7,ug/m3,161,Unhealthy,Valid,5,my
19/05/2020 10:00,10,61.3,ug/m3,154,Unhealthy,Valid,5,my
19/05/2020 11:00,11,61.3,ug/m3,154,Unhealthy,Missing,5,my
19/05/2020 12:00,12,61.3,ug/m3,154,Unhealthy,Missing,5,my
19/05/2020 13:00,13,61.3,ug/m3,154,Unhealthy,Missing,5,my
19/05/2020 14:00,14,61.3,ug/m3,154,Unhealthy,Missing,5,my
27/05/2020 15:00,15,-999,ug/m3,-999,N/A,Valid,5,my
27/05/2020 16:00,16,10.1,ug/m3,42,Good,Valid,5,my
27/05/2020 17:00,17,15.2,ug/m3,58,Moderate,Valid,5,my
27/05/2020 18:00,18,32.7,ug/m3,94,Moderate,Valid,5,my
27/05/2020 19:00,19,23,ug/m3,74,Moderate,Valid,5,my
27/05/2020 20:00,20,15.9,ug/m3,59,Moderate,Valid,5,my
27/05/2020 21:00,21,10.4,ug/m3,43,Good,Valid,5,my
27/05/2020 22:00,22,11.7,ug/m3,49,Good,Valid,5,my
27/05/2020 23:00,23,24.3,ug/m3,77,Moderate,Valid,5,my
28/05/2020 00:00,0,13.6,ug/m3,54,Moderate,Valid,5,my
28/05/2020 01:00,1,9.8,ug/m3,41,Good,Valid,5,my
28/05/2020 02:00,2,6.9,ug/m3,29,Good,Valid,5,my
28/05/2020 03:00,3,5.9,ug/m3,25,Good,Valid,5,my
28/05/2020 04:00,4,6.9,ug/m3,29,Good,Valid,5,my
28/05/2020 05:00,5,10.4,ug/m3,43,Good,Valid,5,my
28/05/2020 06:00,6,12.7,ug/m3,52,Moderate,Valid,5,my
28/05/2020 07:00,7,17.8,ug/m3,63,Moderate,Valid,5,my
28/05/2020 08:00,8,32.9,ug/m3,95,Moderate,Valid,5,my
28/05/2020 09:00,9,25.9,ug/m3,80,Moderate,Valid,5,my
28/05/2020 10:00,10,24.9,ug/m3,78,Moderate,Valid,5,my
28/05/2020 11:00,11,24.9,ug/m3,78,Moderate,Valid,5,my
28/05/2020 12:00,12,27.4,ug/m3,83,Moderate,Valid,5,my
28/05/2020 13:00,13,34.2,ug/m3,97,Moderate,Valid,5,my
28/05/2020 14:00,14,34.6,ug/m3,98,Moderate,Valid,5,my
28/05/2020 15:00,15,30.8,ug/m3,90,Moderate,Valid,5,my
28/05/2020 16:00,16,28.9,ug/m3,86,Moderate,Valid,5,my
28/05/2020 17:00,17,28.9,ug/m3,86,Moderate,Valid,5,my
28/05/2020 18:00,18,26.9,ug/m3,82,Moderate,Valid,5,my
28/05/2020 19:00,19,27.4,ug/m3,83,Moderate,Valid,5,my
28/05/2020 20:00,20,27.2,ug/m3,83,Moderate,Valid,5,my
28/05/2020 21:00,21,30.5,ug/m3,90,Moderate,Valid,5,my
28/05/2020 22:00,22,44.5,ug/m3,123,Unhealthy for Sensitive Groups,Valid,5,my
28/05/2020 23:00,23,37.2,ug/m3,105,Unhealthy for Sensitive Groups,Valid,5,my
29/05/2020 00:00,0,36.1,ug/m3,102,Unhealthy for Sensitive Groups,Valid,5,my
29/05/2020 01:00,1,30.5,ug/m3,90,Moderate,Valid,5,my
29/05/2020 02:00,2,28.2,ug/m3,85,Moderate,Valid,5,my
29/05/2020 03:00,3,27.6,ug/m3,84,Moderate,Valid,5,my
29/05/2020 04:00,4,30.3,ug/m3,89,Moderate,Valid,5,my
29/05/2020 05:00,5,53.1,ug/m3,144,Unhealthy for Sensitive Groups,Valid,5,my
29/05/2020 06:00,6,56.5,ug/m3,152,Unhealthy,Valid,5,my
29/05/2020 07:00,7,41.2,ug/m3,115,Unhealthy for Sensitive Groups,Valid,5,my
29/05/2020 08:00,8,35.1,ug/m3,99,Moderate,Valid,5,my
29/05/2020 09:00,9,30.5,ug/m3,90,Moderate,Valid,5,my
29/05/2020 10:00,10,26.7,ug/m3,82,Moderate,Valid,5,my
29/05/2020 11:00,11,31.8,ug/m3,92,Moderate,Valid,5,my
29/05/2020 12:00,12,31.4,ug/m3,92,Moderate,Valid,5,my
29/05/2020 13:00,13,31.2,ug/m3,91,Moderate,Valid,5,my
29/05/2020 14:00,14,29.6,ug/m3,88,Moderate,Valid,5,my
29/05/2020 15:00,15,25.8,ug/m3,80,Moderate,Valid,5,my
29/05/2020 16:00,16,23.4,ug/m3,75,Moderate,Valid,5,my
29/05/2020 17:00,17,20.1,ug/m3,68,Moderate,Valid,5,my
29/05/2020 18:00,18,17.5,ug/m3,62,Moderate,Valid,5,my
29/05/2020 19:00,19,17.2,ug/m3,62,Moderate,Valid,5,my
29/05/2020 20:00,20,26.6,ug/m3,81,Moderate,Valid,5,my
29/05/2020 21:00,21,25.8,ug/m3,80,Moderate,Valid,5,my
29/05/2020 22:00,22,23.9,ug/m3,76,Moderate,Valid,5,my
29/05/2020 23:00,23,30.4,ug/m3,89,Moderate,Valid,5,my
30/05/2020 00:00,0,34.7,ug/m3,99,Moderate,Valid,5,my
30/05/2020 01:00,1,45.8,ug/m3,126,Unhealthy for Sensitive Groups,Valid,5,my
30/05/2020 02:00,2,36.4,ug/m3,103,Unhealthy for Sensitive Groups,Valid,5,my
30/05/2020 03:00,3,35.7,ug/m3,101,Unhealthy for Sensitive Groups,Valid,5,my
30/05/2020 04:00,4,38.8,ug/m3,109,Unhealthy for Sensitive Groups,Valid,5,my
30/05/2020 05:00,5,34.4,ug/m3,98,Moderate,Valid,5,my
30/05/2020 06:00,6,29.7,ug/m3,88,Moderate,Valid,5,my
30/05/2020 07:00,7,23.8,ug/m3,76,Moderate,Valid,5,my
30/05/2020 08:00,8,15.4,ug/m3,58,Moderate,Valid,5,my
30/05/2020 09:00,9,11.7,ug/m3,49,Good,Valid,5,my
30/05/2020 10:00,10,9.8,ug/m3,41,Good,Valid,5,my
30/05/2020 11:00,11,10.4,ug/m3,43,Good,Valid,5,my
30/05/2020 12:00,12,12.2,ug/m3,51,Moderate,Valid,5,my
30/05/2020 13:00,13,13,ug/m3,53,Moderate,Valid,5,my
30/05/2020 14:00,14,14,ug/m3,55,Moderate,Valid,5,my
30/05/2020 15:00,15,12.5,ug/m3,52,Moderate,Valid,5,my
30/05/2020 16:00,16,12.2,ug/m3,51,Moderate,Valid,5,my
30/05/2020 17:00,17,14.6,ug/m3,56,Moderate,Valid,5,my
30/05/2020 18:00,18,20.8,ug/m3,69,Moderate,Valid,5,my
30/05/2020 19:00,19,24.9,ug/m3,78,Moderate,Valid,5,my
30/05/2020 20:00,20,23.4,ug/m3,75,Moderate,Valid,5,my
30/05/2020 21:00,21,21.2,ug/m3,70,Moderate,Valid,5,my
30/05/2020 22:00,22,20.6,ug/m3,69,Moderate,Valid,5,my
30/05/2020 23:00,23,23.8,ug/m3,76,Moderate,Valid,5,my
